Address,Price,Space,Rooms,Market,Year,Evelevator,Balcony,Level,Parking place
"Warszawa, Mokotów, al. Aleja Wyścigowa",1040000,66,3,wtórny,2013,"teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",balkon,2,
"Warszawa, Bemowo, ul. Narwik",779999,56,3,wtórny,2008,tak,"balkon, taras",parter/7,garaż/miejsce parkingowe
"Warszawa, Targówek, Obwodowa",1200000,92,4,wtórny,2018,tak,"balkon, ogródek, taras",parter/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Zygmunta Modzelewskiego",640000,58.4,3,wtórny,2021-12-06,plastikowe,balkon,6/15,
"Warszawa, Targówek, Bródno, ul. Krzywińska",720000,52.49,2,wtórny,2010,tak,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Bemowo, Pełczyńskiego",1900000,127.65,4,wtórny,2016,tak,ogródek,parter/7,garaż/miejsce parkingowe
"Warszawa, Wola, Jana Kazimierza",1230000,88.9,3,wtórny,2009,tak,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, Kądziołeczki",750000,80.2,3,wtórny,2000,zmywarka,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Włochy, Fasolowa",820000,75.22,4,wtórny,2006,nie,"balkon, taras",,garaż/miejsce parkingowe
"Warszawa, Rembertów, al. Aleja gen. Antoniego Chruściela ""Montera""",638000,63.8,2,wtórny,2022-06-30,plastikowe,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Wola, Kolejowa",614500,35.25,2,pierwotny,2023,tak,,parter/5,garaż/miejsce parkingowe
"Warszawa, Ochota, Białobrzeska",540000,39.5,2,wtórny,1960,"telewizja kablowa, internet, telefon",,parter/3,
"Warszawa, Białołęka, Tarchomin, Wyrzykowskiego",830000,78,3,wtórny,2022-06-07,plastikowe,,2/6,garaż/miejsce parkingowe
"Warszawa, Włochy, Nowe Włochy, Ciszewska",510000,42.5,1,wtórny,2022-06-01,plastikowe,,,
"Warszawa, Białołęka, Małej Brzozy",690000,62.97,2,wtórny,2003,nie,"ogródek, taras",1/2,garaż/miejsce parkingowe
"Warszawa, Ursus, Zagłoby",449000,48.1,3,wtórny,2022-06-02,plastikowe,balkon,4/11,
"Warszawa, Białołęka, Starej Gruszy",750000,78.36,3,wtórny,2022-07-31,nie,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Przasnyska",450000,36.5,2,wtórny,2022-05-25,plastikowe,,parter/7,
"Warszawa, Białołęka, Hanki Ordonówny",540000,58.4,2,wtórny,2008,tak,balkon,parter/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle, Solec",1390000,76.7,3,wtórny,2022-07-01,tak,balkon,5/5,
"Warszawa, Bemowo, Sylwestra Kaliskiego",779000,67.7,2,wtórny,2002,nie,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Wilanów, al. Aleja Rzeczypospolitej",710000,48.8,2,wtórny,2014,tak,"balkon, taras",2/4,
"Warszawa, Targówek, Wyspowa",490000,39.4,2,wtórny,2001,"internet, telefon",balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, al. Aleja gen. Władysława Sikorskiego",2399000,136.3,5,wtórny,2022-08-01,drewniane,"balkon, taras",6/6,garaż/miejsce parkingowe
"Warszawa, Bemowo, Witolda Doroszewskiego",750000,61.2,2,wtórny,1979,"telewizja kablowa, internet, telefon",balkon,3/3,
"Warszawa, Ursynów, Żabińskiego",775000,69,3,wtórny,1982,tak,balkon,10/10,
"Warszawa, Bemowo, Dywizjonu 303",890000,72,3,wtórny,2022-05-09,plastikowe,balkon,1/3,
"Warszawa, Włochy, Obywatelska",1035000,89.7,3,wtórny,blok,,balkon,3,garaż/miejsce parkingowe
"Warszawa, Wilanów, Zawady, Syta",980000,105.7,3,wtórny,2022-06-20,nie,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Szamocka",1070000,50.19,2,wtórny,2022-07-01,tak,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Włochy, Rakowska",895000,61.14,3,wtórny,2022-08-01,tak,"ogródek, taras",parter/4,garaż/miejsce parkingowe
"Warszawa, Wola, Łucka",999000,47.1,2,wtórny,2022-04-30,plastikowe,,&gt; 10/30,garaż/miejsce parkingowe
"Warszawa, Targówek, Janowiecka",855000,78.13,4,wtórny,2019,tak,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Jugosłowiańska",1430000,96,3,wtórny,2016,tak,taras,6/13,garaż/miejsce parkingowe
"Warszawa, Mokotów, Białego Dębu",1380000,69,3,wtórny,2018,"telewizja kablowa, internet","ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Ursynów, Polki",1027845,75.3,4,wtórny,2019,tak,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",56241150,64.11,3,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",432618,48.46,2,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Centrum, Chłodna 15",528200,39,2,wtórny,1970,tak,balkon,5/14,
"Warszawa, Mokotów, Górny Mokotów, Wołoska 54",777000,50.29,2,wtórny,1956,nie,balkon,4/4,
"Warszawa, Białołęka, ul. Głębocka",620000,56.4,3,wtórny,2014,tak,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Wesoła, Stara Miłosna, ul. Jana Pawła II",655000,69,3,wtórny,2001,nie,"balkon, taras",2/3,garaż/miejsce parkingowe
"Warszawa, Wola, Odolany, Gizów",834000,52.83,3,wtórny,2022-07-06,drewniane,balkon,4/9,garaż/miejsce parkingowe
"Warszawa, Bemowo, Wrocławska",623000,56.7,2,wtórny,2000,oddzielna kuchnia,,1/3,
"Warszawa, Białołęka, ul. Płochocińska",556255,62.6,3,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Krokwi",498000,31.8,2,wtórny,2013,tak,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",54663150,63.43,3,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",510230,58.85,3,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",551164,62.44,3,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",429425,48.46,2,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, Tarchomin",449000,37,2,wtórny,2008,"telewizja kablowa, internet, telefon",balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",429425,48.46,2,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",56241150,64.11,3,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Wola, Sokołowska 9",850000,52,2,wtórny,2012,tak,balkon,5/8,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",435441,48.46,2,pierwotny,2023,tak,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Wilanów, ul. Ruczaj",1510000,125.32,4,pierwotny,2019,nie,"ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Wilanów, ul. Ruczaj",1013877,125.17,3,pierwotny,2019,nie,"balkon, taras",1/2,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Simóna Bolívara",505000,48,3,wtórny,1966,,balkon,4/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Odkryta 50",,60.34,3,pierwotny,2023,"telewizja kablowa, internet",ogródek,parter/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",558211,64.11,3,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",32036650,35.79,1,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",32036650,35.79,1,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",558441,64.11,3,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",429425,48.46,2,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",546100,62.6,3,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",543460,63.43,3,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec, Kłobucka",510178,41.99,2,pierwotny,2023,internet,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec, Kłobucka",1087535,109.3,5,pierwotny,2023,internet,"balkon, ogródek, taras",2/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec, Kłobucka",849600,80,4,pierwotny,2023,internet,"balkon, ogródek, taras",1/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec, Kłobucka",705305,64.1,3,pierwotny,2023,internet,"balkon, ogródek, taras",2/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec, Kłobucka",666855,60.9,3,pierwotny,2023,internet,"balkon, ogródek, taras",parter/4,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Urbanistów",580000,36,2,wtórny,blok,"domofon / wideofon, monitoring / ochrona",,1/10,
"Warszawa, Praga-Południe, Saska Kępa",459900,37.5,2,wtórny,1969,tak,balkon,8/11,
"Warszawa, Praga-Południe",699000,50,2,wtórny,2014,,,parter/4,
"Warszawa, Praga-Południe",700000,49.53,2,wtórny,2009,tak,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",555961,63.43,3,pierwotny,2023,tak,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Wola, Obozowa",382000,32,1,wtórny,1936,nie,,2/3,
"Warszawa, Wola, al. Aleja Prymasa Tysiąclecia",1795000,89.9,4,,,,,,
"Warszawa, Praga-Południe, ul. gen. Tadeusza Bora-Komorowskiego",839000,63.11,3,wtórny,1982,"telewizja kablowa, internet",balkon,8/10,
"Warszawa, Bielany, ul. Pabla Nerudy",699000,62,3,wtórny,blok,domofon / wideofon,balkon,4/12,
"Warszawa, Mokotów, Egejska",610000,63.5,3,wtórny,2022-06-22,plastikowe,balkon,1/4,
"Warszawa, Targówek, Targówek Mieszkaniowy, ul. Handlowa",905000,67.3,3,wtórny,2014,tak,balkon,3/7,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",549803,63.43,3,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Wola",539000,46,2,wtórny,1982,system alarmowy,balkon,10/14,
"Warszawa, Białołęka, ul. Płochocińska",552360,62.6,3,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",429425,48.46,2,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Wola, Mirów, Krochmalna",1000000,65.2,3,wtórny,2022-05-09,plastikowe,balkon,3/7,
"Warszawa, Białołęka, ul. Płochocińska",32036650,35.79,1,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Wawrzyszew",530000,50.5,3,wtórny,2022-06-05,plastikowe,,10/10,
"Warszawa, Wola",1231000,70.62,3,wtórny,2022-07-08,plastikowe,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Ursus",739000,59,3,wtórny,2022-07-08,tak,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Czapelska",538000,39,2,wtórny,2002,"telewizja kablowa, internet, telefon",balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Bielany, ul. Władysława Broniewskiego",519000,33,1,wtórny,1970,tak,,parter/10,
"Warszawa, Śródmieście",700000,44.23,2,wtórny,1950,nie,,2/2,
"Warszawa, Śródmieście, Śródmieście Południowe, Mokotowska",5460000,140,4,wtórny,1960,"domofon / wideofon, monitoring / ochrona",taras,5/5,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",798000,70,3,wtórny,2010,monitoring / ochrona,,3/3,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Jagiellońska",490000,32,2,wtórny,blok,domofon / wideofon,balkon,4/10,
"Warszawa, Praga-Południe, Grochów",347000,25.3,1,wtórny,1960,nie,balkon,parter/3,
"Warszawa, Ursynów, ul. Eugeniusza Romera",1200000,65,3,wtórny,2015,"telewizja kablowa, internet, telefon","balkon, ogródek",5/5,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",32036650,35.79,1,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",558211,64.11,3,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Grochów, Trembowelska",493000,49.4,2,wtórny,2000,meble,,4/4,
"Warszawa, Białołęka, ul. Płochocińska",544920,62.44,3,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",504345,58.85,3,pierwotny,2023,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",55297450,63.43,3,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",556255,62.6,3,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Szwedzka 4",,109.53,3,pierwotny,2021-10-01,plastikowe,"ogródek, taras",1/5,garaż/miejsce parkingowe
"Warszawa, Białołęka, Tarchomin, ul. Kościeszów 4",535804,43.21,2,pierwotny,2023,pom. użytkowe,taras,6,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Odkryta 50",,76.54,3,pierwotny,2023,"telewizja kablowa, internet",balkon,3/4,garaż/miejsce parkingowe
"ul. Dywizjonu AK , Warszawa, mazowieckie",,56.03,3,pierwotny,blok,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Rembertów, ul. Kadrowa",603429,57.57,3,pierwotny,2022,nie,ogródek,parter,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Dominika Merliniego",,28.89,1,pierwotny,2021-12-01,plastikowe,"ogródek, taras",1/2,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Nakielska",,65.28,3,pierwotny,2023,domofon / wideofon,balkon,3,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, ul. Kawęczyńska",,42.29,2,pierwotny,2024,,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Warzelnicza 7",,71.63,4,pierwotny,2023,tak,"ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Wawer, ul. Jeziorowa",,97.3,4,pierwotny,2021,nie,"balkon, ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Złotopolska",430000,32,2,wtórny,1980,tak,balkon,6/9,
"Warszawa, Białołęka, ul. Winorośli",635000,53.9,3,wtórny,2018,tak,taras,4/8,garaż/miejsce parkingowe
"Warszawa, Mokotów, Dolny Mokotów, ul. Bartycka",820000,50.48,2,wtórny,2017,tak,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Bielany, ul. Wojciecha Bogusławskiego",,52.63,2,pierwotny,2023,internet,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Mariana Hemara",,41.57,2,pierwotny,2022,domofon / wideofon,balkon,1,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,64.01,3,pierwotny,2023,domofon / wideofon,balkon,5,garaż/miejsce parkingowe
"Warszawa, Ursus",,55.06,3,pierwotny,2023,"internet, telefon",balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",322921,35.79,1,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",322921,35.79,1,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Ursus, Walerego Sławka",539000,49,2,wtórny,1955,nie,,parter/3,
"Warszawa, Białołęka, ul. Płochocińska",56218150,64.11,3,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",432618,48.46,2,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",555056,62.44,3,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",54644650,63.43,3,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Ursynów, Kabaty",1450000,91,4,wtórny,2010,monitoring / ochrona,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Śródmieście, al. Aleja Jana Pawła II",1240000,91,3,wtórny,1999,tak,,4/11,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",556146,63.43,3,pierwotny,2023,tak,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Płochocińska",559390,62.6,3,pierwotny,2023,tak,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Ursynów, Imielin, ul. Indiry Gandhi",699200,38,2,wtórny,2014,tak,balkon,7/8,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Sady Żoliborskie, ul. Jasnodworska",1400000,61,3,wtórny,2014,tak,"balkon, taras",6/8,garaż/miejsce parkingowe
"Warszawa, Białołęka, Flisaków",460000,42.39,2,wtórny,2019,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","ogródek, taras",parter/3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Jana Nowaka-Jeziorańskiego",661900,45.44,2,pierwotny,2024,monitoring / ochrona,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, Wilczy Dół",1937700,127.68,4,pierwotny,2024,monitoring / ochrona,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Jana Nowaka-Jeziorańskiego",618000,39.98,2,pierwotny,2024,monitoring / ochrona,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Jana Nowaka-Jeziorańskiego",839000,57.11,3,pierwotny,2024,monitoring / ochrona,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Wawer, Marysin Wawerski, ul. Korkowa",825000,64.11,3,wtórny,2016,"telewizja kablowa, internet",balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Stanisława Mikołajczyka",635000,56,3,wtórny,2008,tak,balkon,7/8,garaż/miejsce parkingowe
"Warszawa, Ursynów",859000,69,3,wtórny,blok,"telewizja kablowa, internet, telefon",balkon,parter,
"Warszawa, Praga-Południe",489000,31.5,1,wtórny,2002,tak,balkon,4/11,
"Warszawa, Praga-Południe, Walewska",595000,46,2,wtórny,blok,internet,,2/3,
"Warszawa, Bielany, ul. Gwiaździsta",765000,61.2,3,wtórny,1991,tak,balkon,&gt; 10/20,
"Warszawa, Wola, Mirów, al. Aleja Jana Pawła II",1100000,64,3,wtórny,1950,tak,,3/6,
"Warszawa, Ochota, Stara Ochota, Radomska 10/12",850000,61.06,2,wtórny,1953,tak,,5/5,
"Warszawa, Wilanów, ul. Herbu Janina",920000,64,3,pierwotny,2022-07-15,plastikowe,"ogródek, taras",parter/4,garaż/miejsce parkingowe
"Warszawa, Wola, Obozowa",440000,37.5,2,wtórny,2022-04-22,nie,balkon,parter/2,
"Warszawa, Targówek, Targówek Mieszkaniowy, ul. Wejherowska",455000,45.8,2,wtórny,2022-06-06,plastikowe,balkon,9/12,
"Warszawa, Ochota, Stefana Baleya",499000,47.5,3,wtórny,1973,meble,balkon,4/4,
"Warszawa, Białołęka, Strumykowa",995000,104.99,4,wtórny,2002,tak,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Przechodnia",599000,40.3,2,wtórny,2022-05-31,plastikowe,,3/16,
"Warszawa, Bemowo, ul. Stanisława Lencewicza",496000,46,2,wtórny,1983,tak,balkon,6/7,
"Warszawa, Mokotów, ul. Wolfganga Amadeusza Mozarta",549000,46.1,2,wtórny,1977,tak,balkon,2/11,
"Warszawa, Praga-Południe, Gocław",895000,59.3,3,wtórny,2014,tak,balkon,2/7,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Powstańców Śląskich",1040000,75.41,3,wtórny,2008,tak,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Targówek, Krasnobrodzka",510000,46,2,wtórny,1976,tak,balkon,7/10,
"Warszawa, Śródmieście",750000,40,2,wtórny,1960,,,4/6,
"Warszawa, Bielany",520000,39,2,wtórny,2020,tak,,&gt; 10/13,
"Warszawa, Bielany, Osikowa",765000,62.55,4,wtórny,2022-07-06,plastikowe,balkon,5/10,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Saska Kępa, ul. Wandy",469000,38,1,wtórny,1962,nie,,3/3,
"Warszawa, Białołęka, Pomorska",379000,34.79,2,wtórny,2001,tak,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Targówek, Bródno, Ostródzka",549000,49,3,pierwotny,2022,drzwi / okna antywłamaniowe,ogródek,parter/2,
"Warszawa, Mokotów, Służew",625000,46.7,2,wtórny,1966,nie,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Ochota, al. Aleje Jerozolimskie",324000,25,1,pierwotny,apartamentowiec,"telewizja kablowa, internet, telefon","balkon, taras",,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Sokołowska",895000,54,3,wtórny,2016,tak,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Ochota, Racławicka",330000,18.3,1,wtórny,1969,"telewizja kablowa, internet, telefon",,parter/10,
"Warszawa, Białołęka, Lewandów, Internetowa",450000,40,2,wtórny,2012,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",,parter/3,
"Warszawa, Wawer, ul. Ogórkowa",689000,68.6,3,wtórny,2000,nie,"ogródek, taras",parter/1,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Grochów, ul. Apteczna",635000,51.2,2,wtórny,1955,nie,,2/4,
"Warszawa, Śródmieście, Powiśle, ul. Juliana Bartoszewicza",1448000,76.34,3,wtórny,1939,nie,balkon,4/8,
"Warszawa, Wola, Kolejowa",1765000,79.5,2,wtórny,2014,"telewizja kablowa, internet, telefon",balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Ursynów",693000,58.22,3,wtórny,2021,domofon / wideofon,balkon,2,garaż/miejsce parkingowe
"Warszawa, Wola",580000,48.5,3,wtórny,1961,nie,balkon,1/3,
"Warszawa, Mokotów, Jana Maklakiewicza",649000,48.74,2,wtórny,1970,tak,balkon,5/10,
"Warszawa, Bemowo, Arki Bożka",875000,78,3,wtórny,1993,tak,balkon,5/10,
"Warszawa, Ursynów",939000,68,3,wtórny,2015,tak,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Targówek, Janowiecka",954000,80,3,wtórny,2020,tak,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Antonia Corazziego",610000,38.5,2,wtórny,2022-07-06,plastikowe,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, Głębocka",899000,68.47,3,wtórny,2022-07-01,nie,balkon,4/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, Czerniakowska",435000,37.5,2,wtórny,1975,monitoring / ochrona,balkon,4/10,
"Warszawa, Włochy, ul. Sabały",369000,26.79,1,pierwotny,1938,"telewizja kablowa, internet",,,
"Warszawa, Bemowo",625000,50,2,wtórny,2012,tak,"balkon, taras",5/5,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Budki Szczęśliwickie",749000,60.73,3,pierwotny,2022,tak,balkon,1/4,
"Warszawa, Włochy, Stare Włochy",57632250,44.85,2,pierwotny,2022,tak,balkon,4/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Saska Kępa, ul. Saska",750000,56.9,3,wtórny,1964,nie,balkon,2/3,
"Warszawa, Praga-Południe, Gocławek, Tarnobrzeska",659000,45,2,wtórny,2017,tak,balkon,1/3,
"Warszawa, Żoliborz",500000,36,2,wtórny,1967,nie,balkon,3/3,
"Warszawa, Białołęka, ul. Pawła Włodkowica",,27.8,1,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Różana",790000,47,2,wtórny,1955,nie,,1/2,
"Warszawa, Ursynów, Ekologiczna",686000,54,2,wtórny,2000,tak,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Śródmieście, ul. Zygmunta Słomińskiego",1740000,135,4,wtórny,2000,tak,balkon,&gt; 10/13,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. gen. Tadeusza Pełczyńskiego",650000,51.78,2,wtórny,2000,nie,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Wawer, ul. Mydlarska",655500,69,3,pierwotny,nie,,,1/3,
"Warszawa, Żoliborz",500000,36,2,wtórny,1967,nie,balkon,3/3,
"Warszawa, Białołęka, ul. Pawła Włodkowica",,27.8,1,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Różana",790000,47,2,wtórny,1955,nie,,1/2,
"Warszawa, Ursynów, Ekologiczna",686000,54,2,wtórny,2000,tak,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Targówek, Targówek Mieszkaniowy, Mokra 4",528000,46,2,wtórny,1980,tak,balkon,7/12,
"Warszawa, Mokotów, Cybulskiego",19900000,487,6,wtórny,2001,tak,taras,5/5,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",456700,30,1,pierwotny,2024,tak,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Mokotów",934900,47.92,2,pierwotny,2022-07-08,drewniane,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Mokotów",1162500,59.12,3,pierwotny,2024,tak,balkon,parter/2,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Żytomierska",958625,94.77,4,,,,,1/7,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Żytomierska",,70.49,3,,,,taras,7/7,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Żytomierska",514594,44,2,,,,"taras, ogródek",parter/7,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bluszczańska",799000,51.44,2,wtórny,2021,monitoring / ochrona,balkon,1/2,
"Warszawa, Praga-Południe, Saska Kępa, Zwycięzców",699000,49,3,wtórny,1970,meble,,7/10,
"Warszawa, Mokotów, Dolny Mokotów",799000,51.44,2,pierwotny,2021,monitoring / ochrona,balkon,1/2,
"Warszawa, Mokotów",799000,51.44,2,wtórny,2021,monitoring / ochrona,,1/2,
"Warszawa, Wilanów, Franciszka Klimczaka",3380000,130,3,wtórny,2010,monitoring / ochrona,taras,4/4,garaż/miejsce parkingowe
"Warszawa, Wilanów",1079000,75,3,wtórny,nie,,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Ursynów",859000,74,4,wtórny,blok,,balkon,3,
"Warszawa, Żoliborz, Stary Żoliborz, Kaliny Jędrusik",960000,49.2,2,wtórny,2016,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",taras,5/5,garaż/miejsce parkingowe
"Warszawa, Bielany, Chomiczówka, Pabla Nerudy",629000,57,3,wtórny,1982,"telewizja kablowa, internet, telefon",,9/15,
